"";"study";"condition_arm1";"condition_arm2";"descr_arm1";"descr_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"primary_calc";"outcome_type";"outcome_domain";"time";"time_weeks";"instrument";"rating";"mean_arm1";"mean_arm2";"sd_arm1";"sd_arm2";"n_arm1";"n_arm2";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"dich";"dich_type";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"change";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"other_statistic";"precalc_g";"precalc_g_se";"rand_arm1";"rand_arm2";"n_drop_study1";"n_drop_study2";"n_drop_treat1";"n_drop_treat2";"def_drop_treat";"year";"comorbid_mental";"comorbid_physical";"format_unguided";"commericial";"program_name";"support_unguided";"initial_screening";"forum_unguided";"n_sessions_planned";"n_sessions_received";"country";"income_level";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"domain.1";"domain.2";"domain.3";"domain.4";"domain.5";"overall";".id";".g_negative";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_reference"
"177";"Jelinek, 2020";"bat";"other ctr";NA;NA;"bat";"other ctr";0,0653857453332498;0,291036279241156;1;"msd";"QoL";"FU1";4;"WHOQOL";"self-report";3,11;3,05;1,01;0,74;27;21;"3.08";"0.68";37;"2.91";"0.86";32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;32;"10";"11";NA;NA;NA;2020;"n";"n";"internet";"n";"iBA";"pure";"n";"n";NA;NA;"eu";"high";"adul";46,21;0,769;"com";"cut";"adul";"1";"1";"sr";1;3;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Jelinek_2020_msd_WHOQOL_FU1_4_self-report_bat_otherctr_bat_otherctr";0,0653857453332498;NA;NA;NA;NA;NA;NA;"Jelinek L, Arlt S, Moritz S, Schröder J, Westermann S, Cludius B. Brief Web-Based Intervention for Depression: Randomized Controlled Trial on Behavioral Activation. J Med Internet Res. 2020;22(3):e15312."
"178";"Jelinek, 2020";"bat";"cau";NA;NA;"bat";"cau";0,18854361857181;0,263837015331695;1;"msd";"QoL";"FU1";4;"WHOQOL";"self-report";3,11;2,94;1,01;0,77;27;31;"3.08";"0.68";37;"2.94";"0.73";35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;35;"10";"4";NA;NA;NA;2020;"n";"n";"internet";"n";"iBA";"pure";"n";"n";NA;NA;"eu";"high";"adul";46,21;0,769;"com";"cut";"adul";"1";"1";"sr";1;3;"Low risk";"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Jelinek_2020_msd_WHOQOL_FU1_4_self-report_bat_cau_bat_cau";0,18854361857181;NA;NA;NA;NA;NA;NA;"Jelinek L, Arlt S, Moritz S, Schröder J, Westermann S, Cludius B. Brief Web-Based Intervention for Depression: Randomized Controlled Trial on Behavioral Activation. J Med Internet Res. 2020;22(3):e15312."
"179";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;1,43605465879197;0,144278405409707;1;"msd";"depression";"post";12;"BDI-2";"self-report";18,49;30,26;8,88;6,97;150;100;"30.54";"8.5299999999999994";150;"30.88";"10.74";100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"34";"47";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_BDI-2_post_12_self-report_cbt_otherctr_NA_NA";-1,43605465879197;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"180";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;2,34095537392476;0,166413555408757;1;"msd";"depression";"post";12;"QIDS-SR-16";"self-report";7,99;17,88;4,31;4,06;150;100;"19.36";"5.44";150;"18.55";"6.04";100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"34";"47";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_QIDS-SR-16_post_12_self-report_cbt_otherctr_NA_NA";-2,34095537392476;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"181";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;0,921796981294749;0,135559662308151;1;"msd";"depression";"post";12;"HRDS";"clinician";14,75;21,13;5,88;8,2;150;100;"23.22";"6.75";150;"22.64";"6.76";100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"34";"47";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_HRDS_post_12_clinician_cbt_otherctr_NA_NA";-0,921796981294749;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"182";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;2,82905549296477;0,308771996218946;1;"msd";"depression";"FU1";24;"BDI-2";"self-report";16,29;38,28;6,47;9,88;62;29;"30.54";"8.5299999999999994";150;"30.88";"10.74";100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"88";"71";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_BDI-2_FU1_24_self-report_cbt_otherctr_NA_NA";-2,82905549296477;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"183";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;1,88899090296836;0,265618858850496;1;"msd";"depression";"FU1";24;"QIDS-SR-16";"self-report";8,85;18,76;5,23;5,14;62;29;"19.36";"5.44";150;"18.55";"6.04";100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"88";"71";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_QIDS-SR-16_FU1_24_self-report_cbt_otherctr_NA_NA";-1,88899090296836;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"184";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;3,29166090345306;0,889443480468478;1;"msd";"depression";"FU1";24;"HRDS";"clinician";9,83;26,29;5,19;4,15;6;7;"23.22";"6.75";150;"22.64";"6.76";100;NA;NA;10;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"144";"93";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_msd_HRDS_FU1_24_clinician_cbt_otherctr_NA_NA";-3,29166090345306;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"185";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;1,99172355513827;0,404148300068283;0;"response";"depression";"post";12;"BDI-2";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"response";"50% reduction on BDI-II";65;2;150;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"34";"47";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_response_BDI-2_post_12_self-report_cbt_otherctr_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"186";"Krämer, 2022";"cbt";"other ctr";"cognitive behavioral therapy, systemic therapy, and mindfulness training";"weekly standardized mindfulness exercises via email";NA;NA;2,3999057498435;0,787975383962985;0;"remission";"depression";"post";12;"BDI-2";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission";"BDI-II<= 10";42;0;150;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;100;"34";"47";NA;NA;NA;2022;"n";"n";"internet";"y";"Selfapy";"tech";"y";"n";12;"9.4";"eu";"high";"adul";37;0,83;"com";"mood";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Low risk";"High risk";"Krämer_2022_remission_BDI-2_post_12_self-report_cbt_otherctr_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res."
"187";"Lambert, 2018";"bat";"wl";NA;NA;NA;NA;0,916638930359021;0,297779392120545;1;"msd";"depression";"post";8;"PHQ-8";"self-report";8,7;12,9;4,8;4,2;25;25;"14.4";"3.4";32;"14.8";"2.9";30;NA;NA;8;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;30;"7";"5";4;NA;"did not reguster and begin the introduction module";2018;"n";"n";"internet";"n";"eMotion";"human";"n";"n";13;"3";"uk";"high";"adul";38,1;0,84;"com";"cut";"adul";"1";"1";"sr";0;3;"Low risk";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Lambert_2018_msd_PHQ-8_post_8_self-report_bat_wl_NA_NA";-0,916638930359021;NA;NA;NA;NA;NA;NA;"Lambert, J. D., Greaves, C. J., Farr, P., Price, L., Haase, A. M., & Taylor, A. H. Web-Based Intervention Using Behavioral Activation and Physical Activity for Adults With Depression (The eMotion Study): Pilot Randomized Controlled Trial. J Med Internet Res, 20(7), e10112."
"188";"Levesque, 2011";"other psy";"other ctr";"computer-tailored intervention (CTI) ";"assessment only";NA;NA;0,40231667986312;0,131354864979224;1;"remission";"depression";"post";36;"BDI-II";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission based on a cut-off";"reduction of five or more in BDI-II";66;40;174;176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;174;176;"47";"58";NA;NA;NA;2011;"n";"n";"other";"n";"computer-tailored intervention (CTI) ";"auto";"y";"n";NA;NA;"us";"high";"adul";NA;0,6655;"clin";"cut";"adul";"1";"1";"sr";1;4;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Levesque_2011_remission_BDI-II_post_36_self-report_otherpsy_otherctr_NA_NA";-0,40231667986312;0,512203983736112;0,169477345190782;66;40;174;176;"Levesque, D. A., Van Marter, D. F., Schneider, R. J., Bauer, M. R., Goldberg, D. N., Prochaska, J. O., & Prochaska, J. M. (2011). Randomized trial of a computer-tailored intervention for patients with depression. American Journal of Health Promotion, 26(2), 77-89. "
"189";"Levin, 2011";"cbt";"cau";NA;NA;NA;NA;0,443006900716296;0,147005554174247;1;"msd";"depression";"post";6;"CES-D";"self-report";26,3;31,5;11,4;12;99;91;"31.8";"10";100;"35.5";"10.7";91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;91;"1";"0";27;NA;"did not view the programme";2011;"n";"n";"computer";"y";"Wellness Workshop (WW)";"human";"y";"n";5;"258.10000000000002";"us";"high";"adul";43,52;0,7749;"oth";"mood";"adul";"1";"1";"sr";0;3;"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Some concerns";"Levin_2011_msd_CES-D_post_6_self-report_cbt_cau_NA_NA";-0,443006900716296;NA;NA;NA;NA;NA;NA;"Levin W, Campbell DR, McGovern KB, Gau JM, Kosty DB, Seeley JR, et al. A computer-assisted depression intervention in primary care. Psychological Medicine. 2011;41(7):1373-83."
"190";"Levin, 2011";"cbt";"cau";NA;NA;NA;NA;0,284336415946815;0,153745001467456;1;"msd";"depression";"FU1";24;"CES-D";"self-report";24,4;28,2;13,1;13,5;84;87;"31.8";"10";100;"35.5";"10.7";91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;91;"16";"4";NA;NA;NA;2011;"n";"n";"computer";"y";"Wellness Workshop (WW)";"human";"y";"n";5;"258.10000000000002";"us";"high";"adul";43,52;0,7749;"oth";"mood";"adul";"1";"1";"sr";0;3;"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Some concerns";"Levin_2011_msd_CES-D_FU1_24_self-report_cbt_cau_NA_NA";-0,284336415946815;NA;NA;NA;NA;NA;NA;"Levin W, Campbell DR, McGovern KB, Gau JM, Kosty DB, Seeley JR, et al. A computer-assisted depression intervention in primary care. Psychological Medicine. 2011;41(7):1373-83."
"191";"Levin, 2011";"cbt";"cau";NA;NA;NA;NA;0,454587711960129;0,147099312553417;1;"msd";"depression";"post";6;"SCID";"clinician";3,1;4,4;2,8;2,9;99;91;"4.5999999999999996";"3.1";100;"5.6";"2.8";91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;91;"1";"0";27;NA;"did not view the programme";2011;"n";"n";"computer";"y";"Wellness Workshop (WW)";"human";"y";"n";5;"258.10000000000002";"us";"high";"adul";43,52;0,7749;"oth";"mood";"adul";"1";"1";"1";0;3;"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Some concerns";"Levin_2011_msd_SCID_post_6_clinician_cbt_cau_NA_NA";-0,454587711960129;NA;NA;NA;NA;NA;NA;"Levin W, Campbell DR, McGovern KB, Gau JM, Kosty DB, Seeley JR, et al. A computer-assisted depression intervention in primary care. Psychological Medicine. 2011;41(7):1373-83."
"192";"Levin, 2011";"cbt";"cau";NA;NA;NA;NA;NA;NA;1;"msd";"treatment satisfaction";"post";6;"5-point scale";"self-report";3,8;NA;0,9;NA;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;91;"1";"0";NA;NA;NA;2011;"n";"n";"computer";"y";"Wellness Workshop (WW)";"human";"y";"n";5;"258.10000000000002";"us";"high";"adul";43,52;0,7749;"oth";"mood";"adul";"1";"1";"1";0;3;"Low risk";"Some concerns";"Low risk";"Low risk";"Some concerns";"Some concerns";"Levin_2011_msd_5-pointscale_post_6_self-report_cbt_cau_NA_NA";NA;NA;NA;NA;NA;NA;NA;"Levin W, Campbell DR, McGovern KB, Gau JM, Kosty DB, Seeley JR, et al. A computer-assisted depression intervention in primary care. Psychological Medicine. 2011;41(7):1373-83."
"193";"Lin, 2023";"cbt";"wl";NA;NA;NA;NA;0,731533437993896;0,231717383439079;1;"msd";"depression";"post";8;"PHQ-9";"self-report";6,68;10,88;5,55;5,8;37;43;"13.1";"5.96";40;"12.66";"5.07";44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;44;"3";"1";NA;NA;NA;2023;"n";"n";"mobile";"n";"Morning Mood";"human";"y";"n";7;NA;"eas";"upper-middle";"adul";30,82;0,74;"clin";"mdd";"adul";"1";"0";"sr";0;2;"Some concerns";"High risk";"Low risk";"Low risk";"Low risk";"High risk";NA;NA;NA;NA;NA;NA;NA;NA;"Lin, Z., et al. (2023). ""The Effect of Internet-Based Cognitive Behavioral Therapy on Major Depressive Disorder: Randomized Controlled Trial."" Journal of Medical Internet Research 25(1)."
"194";"Lintvedt, 2013";"cbt";"wl";NA;NA;NA;NA;0,309008134586787;0,157595860602327;1;"msd";"depression";"post";8;"CES-D";"self-report";18;22,4;16;12,1;81;82;"22.1";"10";81;"19.5";"10";82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;82;"39";"23";NA;NA;NA;2013;"n";"n";"internet";"n";"MoodGym + Bluepages";"pure";"n";"n";5;"3.1";"eu";"high";"adul";28,2;0,767;"com";"cut";"stud";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Lintvedt_2013_msd_CES-D_post_8_self-report_cbt_wl_NA_NA";-0,309008134586787;NA;NA;NA;NA;NA;NA;"Lintvedt OK, Griffiths KM, Sorensen K, ÿstvik AR, Wang CE, Eisemann M, et al. Evaluating the effectiveness and efficacy of unguided internet-based self-help intervention for the prevention of depression: A randomized controlled trial. Clinical Psychology and Psychotherapy. 2013;20(1):10-27."
"195";"Liu, 2009";"cbt";"wl";NA;NA;NA;NA;0,292901773785373;0,279083142918715;1;"msd";"depression";"post";4;"BDI-II";"self-report";18,2;20,9;9,5;8,6;27;25;"27.7";"9.1";27;"23.4";"7.6";25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;25;"6";"6";NA;NA;NA;2009;"n";"n";"book";"y";"Mind over mood (chinese version)";"demand";"n";"n";10;NA;"eas";"high";"adul";26,4;0,73;"com";"cut";"adul";"?";"?";"sr";1;2;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Liu_2009_msd_BDI-II_post_4_self-report_cbt_wl_NA_NA";-0,292901773785373;NA;NA;NA;NA;NA;NA;"Liu ET-H, Chen W-L, Li Y-H, Wang CH, Mok TJ, Huang HS. Exploring the efficacy of cognitive bibliotherapy and a potential mechanism of change in the treatment of depressive symptoms among the Chinese: A randomized controlled trial. Cognitive Therapy and Research. 2009;33(5):449-61."
"196";"Liu, 2009";"cbt";"wl";NA;NA;NA;NA;0,176267144988059;0,33472055105239;0;"remission (cut-off)";"depression";"post";4;"BDI-I";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"BDI-II < 17";12;8;25;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;25;"6";"6";NA;NA;NA;2009;"n";"n";"book";"y";"Mind over mood (chinese version)";"demand";"n";"n";10;NA;"eas";"high";"adul";26,4;0,73;"com";"cut";"adul";"?";"?";"sr";1;2;"Some concerns";"Low risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Liu_2009_remission(cut-off)_BDI-I_post_4_self-report_cbt_wl_NA_NA";-0,176267144988059;0,182321556793955;0,343996124009172;12;8;25;20;"Liu ET-H, Chen W-L, Li Y-H, Wang CH, Mok TJ, Huang HS. Exploring the efficacy of cognitive bibliotherapy and a potential mechanism of change in the treatment of depressive symptoms among the Chinese: A randomized controlled trial. Cognitive Therapy and Research. 2009;33(5):449-61."
"197";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,0806034925924157;0,0863100758383848;1;"msd";"depression";"post";6;"BDI-II";"self-report";18,2;19,1;9,6;12,29;246;296;"23.6";"10.95";320;"20.399999999999999";"11.99";327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"62";"21";9;1;"discontinued intervention";2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_msd_BDI-II_post_6_self-report_cbt_cau_NA_NA";-0,0806034925924157;NA;NA;NA;NA;NA;NA;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"198";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,172683941406554;0,0922529247704591;1;"msd";"depression";"FU1";24;"BDI-II";"self-report";14,2;17;11,09;19,25;210;269;"23.6";"10.95";320;"20.399999999999999";"11.99";327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"98";"40";15;2;NA;2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_msd_BDI-II_FU1_24_self-report_cbt_cau_NA_NA";-0,172683941406554;NA;NA;NA;NA;NA;NA;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"199";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0;0,0854397273276861;1;"msd";"depression";"post";6;"PHQ-9";"self-report";9,5;9,5;4,88999999999999;7,02;255;296;"12.6";"7.3";320;"10.7";"7.38";327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"62";"21";96;NA;"did not access moodgym during observation period";2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_msd_PHQ-9_post_6_self-report_cbt_cau_NA_NA";0;NA;NA;NA;NA;NA;NA;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"200";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,135023040956015;0,0915416058369014;1;"msd";"depression";"FU1";24;"PHQ-9";"self-report";7,6;8,6;6;8,35;216;268;"12.6";"7.3";320;"10.7";"7.38";327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"98";"40";NA;NA;NA;2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_msd_PHQ-9_FU1_24_self-report_cbt_cau_NA_NA";-0,135023040956015;NA;NA;NA;NA;NA;NA;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"201";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,250736807941521;0,118278884394815;0;"remission";"depression";"post";6;"BDI-II";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission based on cut-off";"BDI<= 9";63;44;320;327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"62";"21";9;1;"discontinued intervention";2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_remission_BDI-II_post_6_self-report_cbt_cau_NA_NA";-0,250736807941521;0,380584267576753;0,180047728740891;63;44;320;327;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"202";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,422517873111879;0,0961745692006554;0;"remission";"depression";"FU1";24;"BDI-II";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission based on cut-off";"BDI<= 9";125;75;320;327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"98";"40";15;2;NA;2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_remission_BDI-II_FU1_24_self-report_cbt_cau_NA_NA";-0,422517873111879;0,532464798869472;0,123086267949752;125;75;320;327;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
"203";"Lobner, 2018";"cbt";"cau";NA;NA;NA;NA;0,163620681072159;0,136292067982214;0;"remission";"depression";"post";6;"PHQ-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission based on cut-off";"PHQ-9 <5";42;33;320;327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320;327;"62";"21";96;NA;"did not access moodgym during observation period";2018;"n";"n";"internet";"n";"MoodGym";"pure";"y";"n";5;NA;"eu";"high";"adul";43,89;0,6847;"clin";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Low risk";"Some concerns";"Lobner_2018_remission_PHQ-9_post_6_self-report_cbt_cau_NA_NA";-0,163620681072159;0,262801231920369;0,218927956499436;42;33;320;327;"Lobner M, Pabst A, Stein J, et al. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord 2018-238: 317-26."
